iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
16,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.71612488e-01 4.50045749e-01 1.87098862e-01 3.80910334e-01
 5.08589953e-02 5.89221415e-01 3.16837176e-05 1.09141593e-01]",0.13228491471990542,"[ 0.79862067 -0.72818702 -0.77236347 -0.74967504 -0.74828649 -0.7450069
 -9.94999866 -0.72297543]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.5220951851540643
17,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.72553521e-01 4.46388339e-01 1.81180137e-01 3.78202360e-01
 4.85138730e-02 5.85495347e-01 3.14651648e-05 1.06100681e-01]",0.12486473401057474,"[ 0.84256819 -0.75939486 -0.80613176 -0.78819763 -0.78715811 -0.78724518
 -9.94999833 -0.76536699]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.5102256299689487
18,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.73443538e-01 4.42994252e-01 1.75743422e-01 3.75683914e-01
 4.63813317e-02 5.82091408e-01 3.12393755e-05 1.03289350e-01]",0.11827145643147349,"[ 0.88589023 -0.78812372 -0.83806693 -0.82534392 -0.8249652  -0.8287817
 -9.94999796 -0.80701872]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.499441628219859
19,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.74287379e-01 4.39864831e-01 1.70756106e-01 3.73353829e-01
 4.44428685e-02 5.78978839e-01 3.10078371e-05 1.00691478e-01]",0.11244108365008013,"[ 0.92857297 -0.81426506 -0.86812257 -0.86106658 -0.86170447 -0.86961957
 -9.94999755 -0.84792493]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.489627277038133
20,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.75089823e-01 4.37000089e-01 1.66186669e-01 3.71210135e-01
 4.26813186e-02 5.76128868e-01 3.07719529e-05 9.82917015e-02]",0.10730735789914492,"[ 0.97060438 -0.83773187 -0.89626307 -0.89532776 -0.89737815 -0.90976514
 -9.94999712 -0.88808367]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.4806737348349692
21,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.75855509e-01 4.34398665e-01 1.62004950e-01 3.69250063e-01
 4.10808437e-02 5.73514806e-01 3.05330506e-05 9.60754423e-02]",0.10280267704567096,"[ 1.01197387 -0.85846081 -0.92246339 -0.92809966 -0.9319936  -0.94922759
 -9.94999665 -0.92749646]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.4724797204330224
22,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.76588864e-01 4.32057800e-01 1.58182329e-01 3.67470060e-01
 3.96268953e-02 5.71112085e-01 3.02923896e-05 9.40289238e-02]",0.09885921668973088,"[ 1.05267198 -0.87641362 -0.94670876 -0.95936492 -0.96556273 -0.98801841
 -9.94999615 -0.96616799]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.4649518803155197
23,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.77294051e-01 4.29973353e-01 1.54691841e-01 3.65865815e-01
 3.83061614e-02 5.68898243e-01 3.00511689e-05 9.21391677e-02]",0.09541018377074116,"[ 1.09269007 -0.89157773 -0.96899419 -0.98911687 -0.99810157 -1.02615108
 -9.94999562 -1.0041059 ]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.4580050179656285
24,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.77974922e-01 4.28139836e-01 1.51508234e-01 3.64432300e-01
 3.71065004e-02 5.66852875e-01 2.98105327e-05 9.03939819e-02]",0.09239109462727897,"[ 1.13202001 -0.90396622 -0.98932389 -1.01735961 -1.02962978 -1.06364061
 -9.94999507 -1.04132041]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.4515621817293547
25,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.78634987e-01 4.26550482e-01 1.48607969e-01 3.63163823e-01
 3.60168673e-02 5.64957544e-01 2.95715754e-05 8.87819418e-02]",0.08974096257401902,"[ 1.17065394 -0.91361694 -1.00771069 -1.04410786 -1.06017013 -1.10050321
 -9.9499945  -1.07782407]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 5.063319616564033, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.670450744638189,-2.445554611891876
26,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.79277401e-01 4.25197339e-01 1.45969203e-01 3.62054087e-01
 3.50272370e-02 5.63195685e-01 2.93353446e-05 8.72923655e-02]",0.08740329564025465,"[ 1.20858398 -0.92059108 -1.02417531 -1.06938666 -1.08974814 -1.13675595
 -9.94999391 -1.11363149]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 2.6145648999214415, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.579756125503278,-2.439921552973541
27,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.79904947e-01 4.24071381e-01 1.43571727e-01 3.61096264e-01
 3.41285250e-02 5.61552482e-01 2.91028433e-05 8.59152863e-02]",0.08532683735194559,"[ 1.24580205 -0.92497128 -1.03874568 -1.09323097 -1.11839163 -1.17241649
 -9.94999331 -1.14875903]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 2.6145648999214415, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.579756125503278,-2.434609942748269
28,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.80520041e-01 4.23162625e-01 1.41396901e-01 3.60283066e-01
 3.33125102e-02 5.60014748e-01 2.88750312e-05 8.46414219e-02]",0.0834660222045615,"[ 1.28229968 -0.92685929 -1.05145623 -1.11568503 -1.1461303  -1.20750283
 -9.94999269 -1.18322454]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 2.6145648999214415, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.579756125503278,-2.429573994339022
29,"[0.89705836 0.43900974 0.15018909 0.35315227 0.01466183 0.49683221
 0.         0.04021286]","[8.81124738e-01 4.22460269e-01 1.39427565e-01 3.59606818e-01
 3.25717594e-02 5.58570798e-01 2.86528254e-05 8.34621422e-02]",0.08178115322358095,"[ 1.31806791 -0.9263735  -1.06234712 -1.13680172 -1.17299543 -1.24203306
 -9.94999207 -1.2170471 ]","[7.866181805906631, 1.5169161446237105, 0.047650651967258456, 1.0145762414214237, 1.1399522540028058, 1.20482896234334, 0.9888356246100706, 4.971398983888724, 1.9514806645344225, 3.1567748533704334, 2.539091517747715, 5.917247866866835, 1.7856298183840027, 6.589957589302264, 0.23663092787751377, 0.8054914134310259, 0.4287335211543177, 0.6487530858250882, 0.2696084121310168, 3.0924220404382603, 10.329841201296235, 0.7724870615983557, 2.033321844238827, 2.6145648999214415, 3.887597255447658, 3.57012476589173, 0.27331598036740906]",2.579756125503278,-2.4247746913390578
