iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
11,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.99053323e-01 4.80565211e-01 2.96300281e-01 5.87780007e-01
 4.58772049e-01 6.31421640e-01 3.06240398e-05 1.93540767e-01]",0.3576868914542306,"[-0.07946603 -0.51607431 -0.47363704 -0.56010644 -0.539023   -0.37948079
 -9.94999464 -0.44280171]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.2883337581384495
12,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.99041250e-01 4.72738186e-01 2.91320040e-01 5.79960363e-01
 4.56317709e-01 6.27266089e-01 3.10147703e-05 1.82418009e-01]",0.3437158138104289,"[-0.12163788 -0.56399753 -0.51196949 -0.60775804 -0.58752554 -0.40143266
 -9.94999476 -0.46820422]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.2592166970612557
13,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98973479e-01 4.65118602e-01 2.86592544e-01 5.72373076e-01
 4.53871186e-01 6.23845242e-01 3.15058277e-05 1.73814379e-01]",0.3308610290973318,"[-0.16552865 -0.61156412 -0.54843223 -0.65500392 -0.63556129 -0.42104727
 -9.94999505 -0.4919501 ]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.2318509416571186
14,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98864645e-01 4.57713684e-01 2.82119971e-01 5.65023623e-01
 4.51462841e-01 6.21028367e-01 3.20877184e-05 1.67054250e-01]",0.31887272056779953,"[-0.21073098 -0.65874846 -0.5828711  -0.70181504 -0.68306918 -0.43842135
 -9.94999551 -0.51416791]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.206073249540504
15,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98725700e-01 4.50528372e-01 2.77906506e-01 5.57915132e-01
 4.49115586e-01 6.18712913e-01 3.27540500e-05 1.61667280e-01]",0.30759578862036174,"[-0.2569148  -0.7055262  -0.61513758 -0.74816381 -0.72999128 -0.45365538
 -9.94999616 -0.53497698]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.1817494377861992
16,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98564942e-01 4.43565646e-01 2.73956794e-01 5.51048763e-01
 4.46846666e-01 6.16815377e-01 3.35006743e-05 1.57319588e-01]",0.29692949935387464,"[-0.30380485 -0.75187433 -0.64509251 -0.79402419 -0.77627339 -0.46685241
 -9.94999698 -0.55448782]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.158765204515591
17,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98388726e-01 4.36826795e-01 2.70274982e-01 5.44424019e-01
 4.44668915e-01 6.15265908e-01 3.43250913e-05 1.53769739e-01]",0.28680503660765705,"[-0.35116602 -0.79777127 -0.67260987 -0.83937185 -0.8218657  -0.47811685
 -9.949998   -0.57280252]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 5.051203745594374, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.414754301469069,-2.1370203286148417
18,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98201973e-01 4.30311660e-01 2.66864105e-01 5.38039010e-01
 4.42591669e-01 6.14005051e-01 3.52260204e-05 1.50840109e-01]",0.27717270614873635,"[-0.39879352 -0.84319698 -0.69758021 -0.88418422 -0.86672323 -0.48755319
 -9.9499992  -0.59001534]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.3503130295752555,-2.116424992739452
19,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.98008522e-01 4.24018856e-01 2.63725678e-01 5.31890678e-01
 4.40621437e-01 6.12981755e-01 3.62030774e-05 1.48397925e-01]",0.26799448802788395,"[-0.44650614 -0.88813296 -0.71991363 -0.92844051 -0.91080619 -0.49526486
 -9.95000061 -0.60621328]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.3503130295752555,-2.096897462750482
20,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.97811396e-01 4.17945971e-01 2.60859455e-01 5.25975003e-01
 4.38762407e-01 6.12152108e-01 3.72565243e-05 1.46342479e-01]",0.2592396345713366,"[-0.49414152 -0.93256234 -0.73954221 -0.97212184 -0.95408037 -0.50135311
 -9.95000222 -0.62147661]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.3503130295752555,-2.078362640358692
21,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.97612993e-01 4.12089741e-01 2.58263294e-01 5.20287183e-01
 4.37016851e-01 6.11478486e-01 3.83870698e-05 1.44596361e-01]",0.2508820467277447,"[-0.54155284 -0.97646988 -0.75642165 -1.01521117 -0.99651728 -0.5059161
 -9.95000404 -0.63587937]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.899958250816102, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.3503130295752555,-2.0607511743776525
22,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.97415228e-01 4.06446215e-01 2.55933133e-01 5.14821800e-01
 4.35385443e-01 6.10928941e-01 3.95957065e-05 1.43099337e-01]",0.2428987099345454,"[-0.58860643 -1.01984195 -0.77053211 -1.05769334 -1.03809431 -0.5090481
 -9.95000608 -0.6494899 ]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-2.0439989197951958
23,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.97219640e-01 4.01010892e-01 2.53863043e-01 5.09572960e-01
 4.33867530e-01 6.10476702e-01 4.08835779e-05 1.41804013e-01]",0.23526876918509368,"[-0.63518011 -1.06266658 -0.78187828 -1.09955509 -1.07879479 -0.51083893
 -9.95000835 -0.6623712 ]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-2.0280466009722544
24,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.97027469e-01 3.95778847e-01 2.52045353e-01 5.04534423e-01
 4.32461366e-01 6.10099735e-01 4.22518683e-05 1.40672724e-01]",0.22797299048178488,"[-0.68116192 -1.1049334  -0.79048871 -1.14078498 -1.1186079  -0.51137352
 -9.95001085 -0.67458139]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-2.012839581204847
25,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.96839718e-01 3.90744831e-01 2.50470825e-01 4.99699708e-01
 4.31164307e-01 6.09780313e-01 4.37017124e-05 1.39675258e-01]",0.22099345310070437,"[-0.72644928 -1.14663364 -0.79641435 -1.18137338 -1.1575286  -0.51073168
 -9.9500136  -0.68617405]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.9983276739982718
26,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.96657199e-01 3.85903366e-01 2.49128868e-01 4.95062186e-01
 4.29972987e-01 6.09504608e-01 4.52341225e-05 1.38787183e-01]",0.21431337563177943,"[-0.77094835 -1.18776005 -0.79972674 -1.22131243 -1.19555742 -0.50898799
 -9.9500166  -0.69719854]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.984464956041419
27,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.96480563e-01 3.81248809e-01 2.48007764e-01 4.90615152e-01
 4.28883472e-01 6.09262261e-01 4.68499299e-05 1.37988593e-01]",0.207917015257838,"[-0.81457362 -1.22830691 -0.80051568 -1.26059598 -1.2327002  -0.50621189
 -9.95001985 -0.70770034]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.9712095602404216
28,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.96310330e-01 3.76775424e-01 2.47094914e-01 4.86351891e-01
 4.27891392e-01 6.09045974e-01 4.85497384e-05 1.37263171e-01]",0.2017896031547522,"[-0.85724758 -1.26826995 -0.79888672 -1.29921951 -1.26896783 -0.50246787
 -9.95002338 -0.71772127]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.9585234404717422
29,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.96146910e-01 3.72477420e-01 2.46377060e-01 4.82265724e-01
 4.26992052e-01 6.08851100e-01 5.03338906e-05 1.36597462e-01]",0.19591729417693157,"[-0.89890054 -1.3076463  -0.79495856 -1.33718009 -1.30437583 -0.49781574
 -9.95002718 -0.72729982]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.9463721087585208
30,"[0.79274377 0.22577344 0.26650955 0.36147034 0.40261125 0.62645766
 0.         0.10579668]","[7.95990615e-01 3.68349000e-01 2.45840508e-01 4.78350049e-01
 4.26180531e-01 6.08675247e-01 5.22024412e-05 1.35980319e-01]",0.19028711898005457,"[-0.93947045 -1.3464344  -0.78886042 -1.37447627 -1.33894404 -0.49231105
 -9.95003126 -0.73647132]","[0.5056322916667204, 0.20059872709432014, 0.487348569594017, 1.652533396183953, 0.7219044905574555, 3.8094944202732566, 0.7579841838866844, 0.7482528201343882, 3.6945925902783263, 1.1509146042219605, 0.14201644628698526, 2.076982913241497, 2.3323336999315454, 3.725071992549881, 0.4740199299178776, 0.9755409391232645, 0.9967324848300981, 0.407427314192644, 3.440171948249034, 1.700656054342258, 0.6615962810542411, 0.4400436891668993, 0.4067781495327097, 0.9753399550417685, 0.7062332971450495]",1.327608047539873,-1.9347243510883965
