iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
11,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.72768040e-01 5.15581013e-01 1.30034837e-01 5.88251306e-01
 5.18341912e-01 7.46512375e-02 6.03357545e-05 7.99223331e-02]",0.17318074213902515,"[ 0.60733845 -0.57895873 -0.41841632 -0.5129828  -0.57976706 -0.44889003
 -9.9500008  -0.48195202]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.330437827811647
12,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.73208190e-01 5.08953110e-01 1.22017096e-01 5.82232187e-01
 5.14192930e-01 6.75049289e-02 6.02135016e-05 6.99802797e-02]",0.15706118086360418,"[ 0.65513647 -0.62404794 -0.45246087 -0.55739777 -0.62145017 -0.48981373
 -9.95000073 -0.51952749]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.312997522880717
13,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.73592755e-01 5.02575371e-01 1.15026963e-01 5.76507460e-01
 5.10515553e-01 6.12775469e-02 6.00744606e-05 6.15900106e-02]",0.14285562525306625,"[ 0.70271615 -0.66824795 -0.48394583 -0.60084626 -0.66183658 -0.52944084
 -9.95000061 -0.55546833]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.297631739901947
14,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.73933556e-01 4.96445389e-01 1.08938253e-01 5.71062136e-01
 5.07266020e-01 5.58547938e-02 5.99239066e-05 5.45018598e-02]",0.13029589363721472,"[ 0.75008513 -0.71148444 -0.51279344 -0.6432573  -0.70089032 -0.56775666
 -9.95000046 -0.58978503]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.2840809815997534
15,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.74240102e-01 4.90561721e-01 1.03636681e-01 5.65883786e-01
 5.04401891e-01 5.11333556e-02 5.97660606e-05 4.85035080e-02]",0.11915903868135932,"[ 0.79725101 -0.75368441 -0.53895369 -0.6845623  -0.73858866 -0.60475858
 -9.95000028 -0.62250181]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.272116987527568
16,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.74519920e-01 4.84923488e-01 9.90202674e-02 5.60962049e-01
 5.01883029e-01 4.70212313e-02 5.96041919e-05 4.34161563e-02]",0.10926248963478692,"[ 0.84422103 -0.79477686 -0.56240221 -0.72469541 -0.77492119 -0.64045454
 -9.95000006 -0.65365395]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.2615395472487703
17,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.74778881e-01 4.79530036e-01 9.49990324e-02 5.56288161e-01
 4.99672179e-01 4.34374154e-02 5.94407382e-05 3.90902831e-02]",0.10045843411801895,"[ 0.8910019  -0.83469328 -0.58313788 -0.76359403 -0.80988876 -0.67486155
 -9.94999981 -0.68328539]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.2521732556347183
18,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.75021497e-01 4.74380671e-01 9.14942540e-02 5.51854548e-01
 4.97735243e-01 4.03111912e-02 5.92774326e-05 3.54014442e-02]",0.09262808483764057,"[ 0.9375997  -0.87336834 -0.60118009 -0.80119929 -0.84350235 -0.70800427
 -9.94999953 -0.71144662]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 2.0079076056151246, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1874241075942638,-2.2438644084313824
19,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.75251187e-01 4.69474457e-01 8.84374970e-02 5.47654475e-01
 4.96041338e-01 3.75812138e-02 5.91154254e-05 3.22463778e-02]",0.0856761948113518,"[ 0.98401981 -0.91074045 -0.61656597 -0.83745653 -0.87578188 -0.73991369
 -9.94999924 -0.73819297]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.236478152594034
20,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.75470506e-01 4.64810078e-01 8.57695421e-02 5.43681776e-01
 4.94562719e-01 3.51945132e-02 5.89553987e-05 2.95395349e-02]",0.0795259895515811,"[ 1.03026695 -0.94675236 -0.62934771 -0.87231573 -0.90675508 -0.77062595
 -9.94999892 -0.7635831 ]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.229895946431476
21,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.75681332e-01 4.60385742e-01 8.34393095e-02 5.39930631e-01
 4.93274610e-01 3.31054962e-02 5.87976671e-05 2.72100738e-02]",0.07411456887359248,"[ 1.07634516 -0.98135167 -0.63958989 -0.90573197 -0.93645636 -0.80018129
 -9.94999859 -0.78767775]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.2240133445759662
22,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.75885023e-01 4.56199130e-01 8.14028322e-02 5.36395408e-01
 4.92154989e-01 3.12749991e-02 5.86422676e-05 2.51993059e-02]",0.0693887827281324,"[ 1.12225793 -1.01449136 -0.64736717 -0.9376658  -0.96492574 -0.82862308
 -9.94999824 -0.81053878]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.218738097456619
23,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76082544e-01 4.52247373e-01 7.96223090e-02 5.33070545e-01
 4.91184345e-01 2.96694180e-02 5.84890346e-05 2.34585542e-02]",0.06530159025536932,"[ 1.16800819 -1.04613022 -0.65276202 -0.96808355 -0.99220792 -0.85599705
 -9.94999788 -0.83222836]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.213988540207529
24,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76274569e-01 4.48527051e-01 7.80652521e-02 5.29950470e-01
 4.90345433e-01 2.82599287e-02 5.83376638e-05 2.19473748e-02]",0.06180895021581039,"[ 1.21359843 -1.07623321 -0.65586285 -0.99695764 -1.01835133 -0.88235059
 -9.94999751 -0.85280827]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.2096922385278006
25,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76461554e-01 4.45034219e-01 7.67037336e-02 5.27029551e-01
 4.89623042e-01 2.70217987e-02 5.81877643e-05 2.06320901e-02]",0.05886733827031976,"[ 1.25903079 -1.10477179 -0.65676227 -1.02426672 -1.04340734 -0.90773209
 -9.94999713 -0.87233944]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.2057848564697746
26,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76643805e-01 4.41764430e-01 7.55137266e-02 5.24302067e-01
 4.89003761e-01 2.59337878e-02 5.80389000e-05 1.94845845e-02]",0.05643201111391113,"[ 1.30430708 -1.13172409 -0.65555562 -1.04999585 -1.06742953 -0.93219051
 -9.94999675 -0.89088154]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.2022092116799454
27,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76821521e-01 4.38712778e-01 7.44745347e-02 5.21762191e-01
 4.88475780e-01 2.49776311e-02 5.78906236e-05 1.84813182e-02]",0.05445611198584783,"[ 1.3494289  -1.15707511 -0.65233973 -1.07413654 -1.09047304 -0.9557749
 -9.94999635 -0.90849266]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 4.542911099526791, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.1353922921701485,-2.1989144860005743
28,"[8.03332934e-01 4.23753002e-01 1.02436905e-01 5.10060256e-01
 4.76044197e-01 2.56640198e-43 0.00000000e+00 0.00000000e+00]","[7.76994829e-01 4.35873945e-01 7.35683021e-02 5.19403999e-01
 4.88028695e-01 2.41375952e-02 5.77425017e-05 1.76025209e-02]",0.05289062812707479,"[ 1.39439767 -1.18081674 -0.64721184 -1.09668672 -1.11259398 -0.97853407
 -9.94999595 -0.92522908]","[6.5412039268546245, 0.48177791369915757, 0.8251361116009218, 0.7259349882256009, 2.3322462148020566, 5.053932469986563, 5.4059338214152195, 0.3898459935051531, 1.8969609418659168, 0.8763127689309069, 6.90640433900766, 0.20445328111593353, 4.861704635761984, 0.525347867342005, 0.2896324247150075, 1.0095967224405753, 0.21448352011630603, 0.6550804045881324, 0.030886867768279008, 4.1745700717162695, 0.8985138473625918, 4.873232437308095, 0.39753821763302954, 0.95720490330253, 0.5705499280439056, 2.211050092590701]",2.0503667196807354,-2.195855562702484
