iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
11,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.48399672e-01 4.75633220e-01 2.44915733e-01 5.20148854e-01
 4.42712577e-01 5.58723234e-01 3.16275530e-05 1.16059966e-01]",0.3052732985962227,"[ 0.54266466 -0.60268803 -0.51881977 -0.53134981 -0.49974956 -0.15246866
 -9.9499983  -0.57579878]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 1.3013336633854224, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.2913574090292745,-2.4973868454985046
12,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.49242237e-01 4.67791836e-01 2.36842673e-01 5.13075994e-01
 4.38220812e-01 5.58899850e-01 3.10293274e-05 1.12481303e-01]",0.2913797667410821,"[ 0.589393   -0.64990152 -0.56338276 -0.57873928 -0.54396932 -0.11538884
 -9.94999765 -0.62114658]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 1.3013336633854224, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.2913574090292745,-2.467347636886074
13,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.50004762e-01 4.60183073e-01 2.29272612e-01 5.06224555e-01
 4.33923831e-01 5.59278954e-01 3.04068916e-05 1.09202089e-01]",0.2781132088512765,"[ 0.63568879 -0.6966215  -0.60705672 -0.62567532 -0.58700733 -0.07593736
 -9.9499969  -0.66589523]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 1.3013336633854224, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.2913574090292745,-2.439055407130567
14,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.50694817e-01 4.52812269e-01 2.22185107e-01 4.99597881e-01
 4.29836370e-01 5.59802866e-01 2.97680163e-05 1.06185245e-01]",0.26545977563299017,"[ 0.68154804 -0.74281052 -0.64979054 -0.67212535 -0.62874892 -0.03468254
 -9.94999605 -0.71003485]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.257929940192706,-2.412445454120654
15,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.51319397e-01 4.45683306e-01 2.15561097e-01 4.93198252e-01
 4.25968087e-01 5.60428061e-01 2.91193199e-05 1.03400772e-01]",0.2534054073680624,"[ 7.26969932e-01 -7.88432537e-01 -6.91537842e-01 -7.18058327e-01
 -6.69084222e-01  7.91669633e-03 -9.94999510e+00 -7.53558043e-01]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.257929940192706,-2.38744835042587
16,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.51885044e-01 4.38798593e-01 2.09381697e-01 4.87026791e-01
 4.22324378e-01 5.61121224e-01 2.84664440e-05 1.00823688e-01]",0.24193489934362788,"[ 0.77195649 -0.83345315 -0.73225741 -0.76344488 -0.70790972  0.0514792
 -9.94999407 -0.79645972]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.257929940192706,-2.3639911107315736
17,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.52397905e-01 4.32159112e-01 2.03627631e-01 4.81083434e-01
 4.18907055e-01 5.61856611e-01 2.78141750e-05 9.84327024e-02]",0.23103155204302106,"[ 0.8165122  -0.87783979 -0.77191344 -0.80825749 -0.74512965  0.09568092
 -9.94999296 -0.83873693]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 4.014828395473734, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.257929940192706,-2.3419983676650875
18,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.52863735e-01 4.25764503e-01 1.98279042e-01 4.75366976e-01
 4.15714945e-01 5.62614219e-01 2.71665369e-05 9.62093634e-02]",0.22067715777968627,"[ 0.86064364 -0.92156183 -0.81047575 -0.8524706  -0.78065721  0.14024123
 -9.94999177 -0.88038873]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.321393471366157
19,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.53287901e-01 4.19613171e-01 1.93315515e-01 4.69875143e-01
 4.12744420e-01 5.63378490e-01 2.65268688e-05 9.41374751e-02]",0.2108521741542602,"[ 0.90435913 -0.96459076 -0.84791987 -0.89606071 -0.81441559  0.18491367
 -9.94999053 -0.92141597]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.302099478601459
20,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.53675371e-01 4.13702414e-01 1.88716227e-01 4.64604700e-01
 4.09989878e-01 5.64137350e-01 2.58978958e-05 9.22026973e-02]",0.20153599202709235,"[ 0.94766836 -1.00690028 -0.88422699 -0.93900647 -0.84633876  0.22947972
 -9.94998923 -0.96182118]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.2840400180375973
21,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.54030707e-01 4.08028550e-01 1.84460156e-01 4.59551556e-01
 4.07444171e-01 5.64881478e-01 2.52817948e-05 9.03922552e-02]",0.19270724035425255,"[ 0.99058202 -1.04846639 -0.91938386 -0.98128871 -0.876372    0.27374453
 -9.94998788 -1.00160835]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.267140028225013
22,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.54358065e-01 4.02587056e-01 1.80526307e-01 4.54710893e-01
 4.05098992e-01 5.65603749e-01 2.46802581e-05 8.86947232e-02]",0.1843440921463834,"[ 1.03311154 -1.0892674  -0.95338265 -1.02289047 -0.90447225  0.31753403
 -9.9499865  -1.0407828 ]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.2513263705109265
23,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.54661197e-01 3.97372699e-01 1.76893932e-01 4.50077285e-01
 4.02945201e-01 5.66298792e-01 2.40945538e-05 8.70998571e-02]",0.17642455016832745,"[ 1.07526873 -1.12928403 -0.98622065 -1.06379701 -0.93060816  0.36069284
 -9.94998509 -1.079351  ]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.236528322805794
24,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.54943469e-01 3.92379662e-01 1.73542732e-01 4.45644815e-01
 4.00973118e-01 5.66962643e-01 2.35255828e-05 8.55984587e-02]",0.16892670059696874,"[ 1.11706556 -1.16849935 -1.01789996 -1.10399578 -0.95475998  0.40308292
 -9.94998365 -1.11732041]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.2226779626807196
25,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.55207870e-01 3.87601660e-01 1.70453028e-01 4.41407185e-01
 3.99172762e-01 5.67592467e-01 2.29739324e-05 8.41822643e-02]",0.16182892928248133,"[ 1.15851395 -1.2068988  -1.04842721 -1.14347639 -0.97691925  0.44458249
 -9.9499822  -1.15469935]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.2097104499694606
26,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.55457038e-01 3.83032055e-01 1.67605904e-01 4.37357818e-01
 3.97534053e-01 5.68186341e-01 2.24399253e-05 8.28438488e-02]",0.15511009948489599,"[ 1.19962553 -1.24447018 -1.07781313 -1.18223057 -0.99708832  0.48508536
 -9.94998075 -1.19149683]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.197564220031237
27,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.55693279e-01 3.78663950e-01 1.64983315e-01 4.33489951e-01
 3.96046970e-01 5.68743081e-01 2.19236641e-05 8.15765437e-02]",0.14874969262573684,"[ 1.24041154 -1.28120355 -1.1060722  -1.22025206 -1.0152797   0.52450028
 -9.94997929 -1.22772245]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.1861810992090622
28,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.55918597e-01 3.74490275e-01 1.62568169e-01 4.29796715e-01
 3.94701686e-01 5.69262101e-01 2.14250714e-05 8.03743630e-02]",0.14272791515672534,"[ 1.28088266 -1.31709118 -1.13322221 -1.25753659 -1.03151537  0.56275042
 -9.94997784 -1.2633863 ]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.1755063539026227
29,"[0.97530564 0.28679088 0.12911946 0.33492346 0.39697776 0.57552653
 0.         0.03411378]","[9.56134719e-01 3.70503869e-01 1.60344381e-01 4.26271204e-01
 3.93488660e-01 5.69743303e-01 2.09439247e-05 7.92319381e-02]",0.13702577543772138,"[ 1.32104894 -1.35212752 -1.15928393 -1.29408175 -1.04582598  0.59977295
 -9.9499764  -1.29849879]","[2.2547568799390567, 0.7577081371568121, 0.195513124840028, 1.6955046500133761, 0.35194157742476256, 0.3915677893462375, 3.3429372123952867, 0.537779439019424, 0.3987920047980733, 0.18924543466203547, 2.252659660166825, 0.9082589216785492, 0.42891198437601086, 3.3403370529319254, 0.6984408215668303, 1.8411571070875565, 0.5638754621413343, 0.7408898551665327, 0.05584476093600388, 0.03653961244774914, 1.283326117939621, 0.8201725927242424, 0.7278625625332564, 4.819897451576375, 1.24693494923364, 1.3143689285610707, 0.5952130061542665]",1.1774235961784028,-2.1654886841776633
