iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
11,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.67590507e-01 5.01046618e-01 3.93716572e-01 5.92739074e-01
 2.46966046e-01 7.65609720e-01 1.69535576e-05 6.98964188e-02]",0.15933430384774108,"[ 0.48483498 -0.56287515 -0.53432302 -0.51332903 -0.49069307  0.51953305
 -9.94999677 -0.58046458]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 7.420745617210839, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 10.957191243216547, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4423815577366046,-2.8044407346019304
12,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.68522736e-01 4.93732690e-01 3.80513791e-01 5.85313740e-01
 2.43216101e-01 7.67954670e-01 1.65416629e-05 6.80531905e-02]",0.1442156700484318,"[ 0.52770391 -0.60689216 -0.57476441 -0.55867066 -0.50499927  0.53320028
 -9.9499962  -0.62840644]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 7.420745617210839, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 10.957191243216547, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4423815577366046,-2.791438021853463
13,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.69408098e-01 4.86641239e-01 3.68521569e-01 5.78133725e-01
 2.40327524e-01 7.69540979e-01 1.61637576e-05 6.61797099e-02]",0.13031092949123438,"[ 0.56927898 -0.64970022 -0.61344523 -0.60311605 -0.5135472   0.54139107
 -9.94999562 -0.67589885]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 7.420745617210839, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 10.957191243216547, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4423815577366046,-2.7799567171574293
14,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.70249863e-01 4.79792903e-01 3.57705938e-01 5.71221803e-01
 2.38231682e-01 7.70445933e-01 1.58201453e-05 6.42995895e-02]",0.11754106294954544,"[ 0.60945314 -0.69117182 -0.65025603 -0.64658251 -0.51660944  0.54451169
 -9.94999503 -0.72288604]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 7.420745617210839, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 10.957191243216547, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4423815577366046,-2.7698110674934777
15,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.71050697e-01 4.73207057e-01 3.48020488e-01 5.64599242e-01
 2.36849315e-01 7.70760779e-01 1.55099405e-05 6.24370061e-02]",0.10583453989637523,"[ 0.64812089 -0.73117973 -0.68510661 -0.68898969 -0.5145895   0.5430789
 -9.94999445 -0.76931284]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 7.420745617210839, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.348033319832514,-2.760846743251468
16,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.71812666e-01 4.66900968e-01 3.39411441e-01 5.58284509e-01
 2.36098336e-01 7.70580227e-01 1.52315288e-05 6.06144392e-02]",0.09512978347348487,"[ 0.68517901 -0.76959887 -0.71792743 -0.73026076 -0.50796998  0.53766579
 -9.94999387 -0.81512609]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4254890286647837,-2.7529366130144077
17,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.72537280e-01 4.60889177e-01 3.31820977e-01 5.52292345e-01
 2.35899291e-01 7.69994769e-01 1.49829245e-05 5.88511743e-02]",0.08537454534108635,"[ 0.72052751 -0.80630818 -0.74867044 -0.77032361 -0.49727123  0.52886366
 -9.94999331 -0.86027599]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4254890286647837,-2.745974739755874
18,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.73225556e-01 4.55183149e-01 3.25189089e-01 5.46633296e-01
 2.36178406e-01 7.69086171e-01 1.47620050e-05 5.71625875e-02]",0.07652412421064778,"[ 0.75407077 -0.84119251 -0.77730934 -0.80911182 -0.48302261  0.51725858
 -9.94999278 -0.90471719]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4254890286647837,-2.739870579407131
19,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.73878093e-01 4.49791163e-01 3.19454426e-01 5.41313636e-01
 2.36868741e-01 7.67925606e-01 1.45666430e-05 5.55600470e-02]",0.06853980378228752,"[ 0.78571874 -0.87414458 -0.80383927 -0.84656566 -0.46574516  0.50341899
 -9.94999226 -0.94840969]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4254890286647837,-2.7345443347559066
20,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.74495153e-01 4.44718385e-01 3.14554584e-01 5.36335596e-01
 2.37910050e-01 7.66573654e-01 1.43947663e-05 5.40512148e-02]",0.06138817050375181,"[ 0.81538839 -0.90506665 -0.82827597 -0.88263282 -0.44594249  0.48789028
 -9.94999178 -0.99131946]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 2.333912924083471, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.4254890286647837,-2.729923652682383
21,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.75076748e-01 4.39967067e-01 3.10426122e-01 5.31697768e-01
 2.39247906e-01 7.65081387e-01 1.42443753e-05 5.26405615e-02]",0.055041372299368965,"[ 0.84300505 -0.93387219 -0.85065446 -0.91726903 -0.42409735  0.47119334
 -9.94999133 -1.03341881]","[0.7985228230723428, 0.16416126652101465, 2.3486554230000007, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.518774757420707,-2.7259414579212486
22,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.75622719e-01 4.35536826e-01 3.07004495e-01 5.27395613e-01
 2.40832488e-01 7.63491987e-01 1.41135386e-05 5.13299582e-02]",0.04947791589125384,"[ 0.86850389 -0.96048721 -0.87102728 -0.9504385  -0.4006713   0.45382477
 -9.94999091 -1.07468661]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.722534595688263
23,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.76132816e-01 4.31424949e-01 3.04223990e-01 5.23421990e-01
 2.42617284e-01 7.61842473e-01 1.40003810e-05 5.01192563e-02]",0.04468320013392731,"[ 0.89183117 -0.98485139 -0.88946243 -0.98211423 -0.37610587  0.43625722
 -9.94999053 -1.11510833]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.7196429819945767
24,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.76606753e-01 4.27626719e-01 3.02017738e-01 5.19767670e-01
 2.44557911e-01 7.60165310e-01 1.39030738e-05 4.90068074e-02]",0.04064862337108068,"[ 0.91294551 -1.00691885 -0.90604107 -1.01227805 -0.35082409  0.41893904
 -9.94999018 -1.15467589]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.7172090438348744
25,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.77044270e-01 4.24135723e-01 3.00317850e-01 5.16421803e-01
 2.46611137e-01 7.58489737e-01 1.38198293e-05 4.79899007e-02]",0.03736794381210658,"[ 0.93181885 -1.02665869 -0.9208549  -1.04092066 -0.32523132  0.40229258
 -9.94998987 -1.19338748]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.715177322383097
26,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.77445168e-01 4.20944152e-01 2.99055720e-01 5.13372337e-01
 2.48734209e-01 7.56842750e-01 1.37489050e-05 4.70651118e-02]",0.034830042682241505,"[ 0.94843724 -1.04405515 -0.93400358 -1.06804141 -0.29971519  0.38671106
 -9.94998959 -1.23124728]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.7134941889130877
27,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.77809351e-01 4.18043067e-01 2.98162546e-01 5.10606374e-01
 2.50884534e-01 7.55249719e-01 1.36886145e-05 4.62285685e-02]",0.03300883778241063,"[ 0.96280133 -1.0591075  -0.94559205 -1.09364805 -0.27464402  0.37255401
 -9.94998935 -1.26826508]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.71210767745259
28,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.78136849e-01 4.15422643e-01 2.97570105e-01 5.08110481e-01
 2.53019733e-01 7.53734647e-01 1.36373466e-05 4.54761428e-02]",0.031853584951703956,"[ 0.97492658 -1.07182962 -0.95572782 -1.11775632 -0.25036381  0.36014165
 -9.94998914 -1.30445593]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.9581246959856938, 1.7002020897487962]",2.440268887142708,-2.7109674681556672
29,"[0.97702806 0.42869346 0.30627068 0.49260761 0.26017704 0.75568249
 0.         0.0238834 ]","[9.78427852e-01 4.13072384e-01 2.97211772e-01 5.05870944e-01
 2.55098095e-01 7.52320095e-01 1.35935890e-05 4.48035817e-02]",0.031284386771691604,"[ 0.9848432  -1.0822494  -0.96451842 -1.14038951 -0.2271938   0.3497487
 -9.94998896 -1.33983971]","[0.7985228230723428, 0.16416126652101465, 0.3075027957720161, 0.8326642997925746, 3.999548724674258, 0.41914321302544894, 9.434594046849853, 5.671651761104996, 0.6476015585410364, 3.45596131421364, 1.9387249801651387, 8.50413705771018, 3.9026421260876205, 0.5802457862529243, 0.6560301988397523, 0.96693040103365, 1.34116539760504, 6.112419458984192, 4.759341871737486, 0.725660436989642, 0.8347755696251324, 2.2761806339052244, 0.20150316342421418, 2.257555394048533, 0.37435538673510915, 1.7002020897487962]",2.4178162214023007,-2.7100250614300307
