iteration,human feature,trajectory feature,feature norm,weights,human likeness,mean human likeness,likelihood
11,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.60829470e-01 4.32778711e-01 2.12414096e-01 2.82880592e-01
 4.20130900e-01 1.88488780e-01 5.22053969e-05 9.79455328e-02]",0.25894845507081793,"[ 0.58241981 -0.39071136 -0.54602245 -0.57379151  0.54340704 -0.57217742
 -9.94999804 -0.45384087]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.2922824135957989, 2.0107300180099466, 1.210603827382848]",2.0863852571031414,-2.3550527381110187
12,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.61443390e-01 4.30633051e-01 2.01289002e-01 2.81013861e-01
 4.22270039e-01 1.74867003e-01 5.16297323e-05 9.08992599e-02]",0.24002784854392425,"[ 0.63125    -0.41182061 -0.59021197 -0.61939329  0.58874677 -0.6167315
 -9.94999741 -0.49773368]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.2922824135957989, 2.0107300180099466, 1.210603827382848]",2.0863852571031414,-2.3320727268221075
13,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.62046911e-01 4.28796384e-01 1.90970932e-01 2.79325089e-01
 4.24330149e-01 1.62251873e-01 5.09882721e-05 8.44277916e-02]",0.22255650206334593,"[ 0.67990161 -0.42731209 -0.63340022 -0.66427138  0.63322854 -0.660368
 -9.94999664 -0.54061433]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.2922824135957989, 2.0107300180099466, 1.210603827382848]",2.0863852571031414,-2.311089280084548
14,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.62644772e-01 4.27272062e-01 1.81431682e-01 2.77815720e-01
 4.26314258e-01 1.50603196e-01 5.02839069e-05 7.85009514e-02]",0.20647199243944034,"[ 0.72836365 -0.43712629 -0.67552965 -0.70840171  0.67677969 -0.70303845
 -9.94999573 -0.58243382]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.2922824135957989, 2.0107300180099466, 1.210603827382848]",2.0863852571031414,-2.2919227479298176
15,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.63241139e-01 4.26054487e-01 1.72636347e-01 2.76482741e-01
 4.28225657e-01 1.39874142e-01 4.95217720e-05 7.30859890e-02]",0.19170145797319893,"[ 0.77662465 -0.44138584 -0.71655028 -0.75177069  0.7193283  -0.74470149
 -9.94999467 -0.62315143]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.2922824135957989, 2.0107300180099466, 1.210603827382848]",2.0863852571031414,-2.274403363495848
16,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.63839519e-01 4.25130126e-01 1.64545397e-01 2.75319276e-01
 4.30067643e-01 1.30013625e-01 4.87089325e-05 6.81488164e-02]",0.17816558901773816,"[ 0.82467256 -0.4403625  -0.75641992 -0.79437508  0.76080331 -0.78532303
 -9.94999345 -0.66273476]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",2.114313890694496,-2.258374191271998
17,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.64442699e-01 4.24479345e-01 1.57116475e-01 2.74315502e-01
 4.31843351e-01 1.20968237e-01 4.78538527e-05 6.36549955e-02]",0.1657819932152292,"[ 0.87249465 -0.43443488 -0.79510417 -0.83622157  0.80113473 -0.82487613
 -9.94999208 -0.70115956]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",2.114313890694496,-2.2436924915992575
18,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.65052723e-01 4.24078526e-01 1.50305871e-01 2.73459667e-01
 4.33555675e-01 1.12683764e-01 4.69657926e-05 5.95704933e-02]",0.15446783540427192,"[ 0.92007743 -0.42404725 -0.83257628 -0.87732597  0.84025382 -0.86334085
 -9.94999055 -0.73840935]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 5.9154337279896225, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",2.114313890694496,-2.230229780555384
19,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.65670901e-01 4.23902011e-01 1.44069671e-01 2.72738995e-01
 4.35207235e-01 1.05106302e-01 4.60542479e-05 5.58622371e-02]",0.1441417890473671,"[ 0.96740667 -0.40967571 -0.86881693 -0.91771219  0.87809327 -0.90070399
 -9.94998887 -0.77447506]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 5.364868328102122, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 3.4328988283861293, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",2.028709238984031,-2.217871030429056
20,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.66297842e-01 4.23923620e-01 1.38364636e-01 2.72140388e-01
 4.36800377e-01 9.81830899e-02 4.51284989e-05 5.24985096e-02]",0.134725410804588,"[ 1.01446738 -0.39180362 -0.90381383 -0.95741125  0.91458745 -0.93695873
 -9.94998705 -0.80935449]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 6.126305658120948, 2.9513418888932006, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 3.4328988283861293, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",1.945484189356137,-2.206513433797621
21,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.66933502e-01 4.24117688e-01 1.33148829e-01 2.71650903e-01
 4.38337176e-01 9.18630966e-02 4.41972865e-05 4.94492166e-02]",0.12614406591516653,"[ 1.06124396 -0.37090583 -0.9375613  -0.99646002  0.94967272 -0.97210419
 -9.94998509 -0.84305176]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.2701496187029867, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 3.4328988283861293, 1.7685865224274346, 2.0107300180099466, 1.210603827382848]",1.7418519508349504,-2.196065034624904
22,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.67577251e-01 4.24459682e-01 1.28382076e-01 2.71258043e-01
 4.39819435e-01 8.60974510e-02 4.32686027e-05 4.66860571e-02]",0.1183275140742243,"[ 1.10772022 -0.34743962 -0.97005976 -1.03490015  0.98328766 -1.00614496
 -9.94998302 -0.87557673]","[0.40012793196518465, 0.05388104682486482, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 4.308714420629163, 0.9866545623385773, 3.4328988283861293, 1.7685865224274346, 0.741233533093857, 1.210603827382848]",1.7226202992149695,-2.1864433999153445
23,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.68227944e-01 4.24926495e-01 1.24026262e-01 2.70949904e-01
 4.41248692e-01 8.08397389e-02 4.23495726e-05 4.41826162e-02]",0.11121023731444092,"[ 1.15387959 -0.32184042 -1.00131524 -1.07277693  1.01537339 -1.03909065
 -9.94998085 -0.90694434]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.1323017210922763, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 0.8004984917474461, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 1.8305898638436142, 0.9866545623385773, 3.4328988283861293, 1.7685865224274346, 0.741233533093857, 1.210603827382848]",1.6486720822678012,-2.1775744090227196
24,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.68884000e-01 4.25496531e-01 1.20045526e-01 2.70715233e-01
 4.42626216e-01 7.60462005e-02 4.14464049e-05 4.19143993e-02]",0.10473156674666657,"[ 1.19970523 -0.2945204  -1.03133874 -1.1101382   1.04587397 -1.0709553
 -9.94997859 -0.93717405]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.3720302789394785, 0.903043036817412, 3.2961966038559973, 0.5834490958839735, 2.3823278708255953, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 1.01617249085111, 0.15174409421725846, 1.4216912094297467, 2.1163702900411225, 0.8461077896480328, 0.9866545623385773, 1.051087727584144, 1.7685865224274346, 0.741233533093857, 1.210603827382848]",1.548296543714467,-2.169391181584802
25,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.69543470e-01 4.26149661e-01 1.16406364e-01 2.70543428e-01
 4.43953009e-01 7.16758469e-02 4.05643902e-05 3.98588196e-02]",0.09883564848222774,"[ 1.24518027 -0.26586867 -1.06014576 -1.1470333   1.07473671 -1.10175692
 -9.94997626 -0.96628919]","[0.40012793196518465, 0.38750731214253026, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.3720302789394785, 0.903043036817412, 1.5756816458097833, 0.5834490958839735, 0.3360348307056429, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 5.531300460669061, 1.5470256643001399, 0.15174409421725846, 1.4216912094297467, 3.795156881756727, 0.8461077896480328, 0.9866545623385773, 1.051087727584144, 1.7685865224274346, 0.741233533093857, 1.210603827382848]",1.4946010874040692,-2.1618331392571766
26,"[9.02415512e-01 4.36127004e-01 7.20796336e-02 2.49312935e-01
 4.51243205e-01 3.03452491e-43 0.00000000e+00 8.51877439e-03]","[8.70204122e-01 4.26867129e-01 1.13077658e-01 2.70424517e-01
 4.45229812e-01 6.76905098e-02 3.97079315e-05 3.79951513e-02]",0.09347128017889685,"[ 1.29028797 -0.23625217 -1.08775566 -1.18351215  1.10191256 -1.13151691
 -9.94997388 -0.99431637]","[0.40012793196518465, 1.9336206668432139, 2.2090231110929666, 3.0524413973553566, 0.4333342725235882, 1.6033152417390861, 1.2663755942608452, 2.9513418888932006, 1.9278408692794617, 1.3720302789394785, 0.903043036817412, 1.5756816458097833, 0.5834490958839735, 0.3360348307056429, 0.4545626768974098, 0.9819282066396411, 1.9012802809872424, 1.952921589937376, 0.9707534692389046, 3.371238079551069, 0.15174409421725846, 1.4216912094297467, 3.795156881756727, 0.8461077896480328, 0.9866545623385773, 1.051087727584144, 1.7685865224274346, 0.741233533093857, 1.210603827382848]",1.4535589763186023,-2.15484518836301
